2.762172980695456505e-03 6.323552669871664511e-04
2.575297662209083405e-03 7.733607096814756497e-04
3.390630652729313254e-03 7.297543874863269804e-04
3.332210804665879014e-03 9.122580325280919746e-04
3.177184651922329052e-03 8.129007763613222077e-04
3.022986506650989467e-03 6.557814377007659601e-04
4.026207049041171694e-03 7.238037982671796482e-04
2.589456341095216704e-03 7.280553434687529182e-04
3.220829727540457273e-03 6.643438041782391557e-04
3.260263328927633184e-03 7.667893125370383841e-04
2.502651874768861782e-03 7.980701439996300446e-04
3.482477047814170473e-03 7.300873089283405146e-04
2.935989742594168842e-03 7.088373898271538775e-04
2.477335106844418943e-03 7.096067149077482303e-04
3.077270171476332271e-03 6.073553818985901864e-04
1.928354001649455274e-03 6.812607510706865941e-04
2.508241056718333618e-03 5.967828735351499419e-04
3.146938473899938988e-03 8.011816757189631905e-04
1.922581742434220902e-03 7.218520300452881296e-04
2.958054069746985423e-03 6.427967670118421182e-04
2.457438985407688764e-03 7.184558354874358592e-04
2.694356294271310626e-03 6.674085483869533373e-04
2.143869524019498003e-03 7.417389407181790599e-04
3.266790236900756275e-03 7.493537494484952535e-04
2.406789019337356259e-03 6.457164749302165283e-04
3.451487896350884186e-03 7.117298684005743522e-04
2.764014453405484999e-03 7.126191157038725375e-04
2.671825041180897736e-03 7.681584276139268117e-04
3.268060277585696765e-03 7.764191926510586065e-04
3.752711046535701228e-03 7.273190020675321605e-04
2.460871713814491782e-03 7.889371269345077983e-04
2.545445469415376707e-03 6.493605721089071000e-04
2.752574770363601722e-03 7.813046819634700962e-04
2.941091658174913286e-03 7.644927285113048551e-04
3.264673537406155221e-03 7.658619299071526415e-04
2.429229245810017503e-03 6.594758697303341631e-04
2.579030408962553009e-03 7.898095717015783711e-04
2.660710649856024620e-03 7.850638082598345108e-04
2.967897189980194927e-03 7.324642272286260511e-04
3.451165060494820053e-03 8.025759099746579417e-04
2.570975757487935307e-03 7.109277763629990405e-04
2.296301235589118684e-03 7.919854781557642649e-04
2.578245572646790940e-03 6.664576475361458710e-04
3.528325744741717639e-03 6.599989627892688480e-04
2.723250042648445949e-03 7.044533698589339112e-04
3.266560432051769311e-03 7.652526708694129846e-04
2.299953767475972077e-03 8.142424861633220171e-04
2.594608425196850369e-03 6.987184548104954452e-04
2.935140837645212452e-03 8.176805028020563831e-04
2.876324045099961941e-03 6.927553966275248540e-04
2.638077925190742985e-03 6.106150575436853191e-04
2.835992531428013427e-03 6.226514489195098543e-04
2.286315266502826453e-03 7.112924712115261576e-04
3.169678706307225806e-03 6.998703466361529471e-04
4.037772735175880479e-03 7.872073885159635957e-04
3.133530468354227185e-03 6.952028899682851726e-04
3.005590812010575791e-03 8.399662300904714570e-04
3.357627267365759921e-03 7.141777464051690932e-04
2.803223559529437192e-03 7.416184768036026631e-04
2.645534058124150625e-03 6.538076709306704605e-04
2.591602278476724461e-03 8.032366629697087861e-04
2.663340594914677568e-03 6.560685647258197037e-04
3.189678494911832481e-03 6.904214149960708011e-04
2.144637128293487398e-03 8.221332954887843308e-04
2.784759540204622720e-03 6.261594309026477035e-04
2.927772975267166431e-03 8.626637225435202991e-04
2.299569837690676379e-03 6.905879924630147588e-04
3.449896550179104137e-03 7.522204629655973411e-04
3.608370142018226673e-03 7.521677004977588487e-04
3.323129103793639235e-03 6.119766154151876384e-04
2.442831906226254103e-03 8.123956836802631630e-04
3.392111577323617903e-03 7.046610642716608910e-04
2.900185571244042523e-03 7.171070573663701486e-04
3.093895535055748991e-03 7.443455262121415582e-04
3.093188240122288126e-03 8.196616432701014227e-04
3.240216547877351749e-03 7.233608000706396625e-04
2.788679923696565921e-03 7.476160303182339184e-04
1.951306432575201011e-03 6.563044377041891064e-04
3.022675816832536781e-03 7.744603373447587168e-04
4.015998780854383547e-03 8.246610266545612326e-04
3.545310486793198500e-03 7.474019637162772128e-04
3.414529662426719729e-03 7.701004453553553664e-04
2.771527027877038109e-03 7.725293439749082247e-04
2.950082907291522432e-03 7.144990976769925294e-04
3.152485997485656583e-03 6.137811753191879703e-04
3.061689884044043082e-03 8.047969923186910684e-04
3.393194676215370142e-03 7.738864398886892730e-04
2.781262103155301198e-03 7.544321912768320228e-04
2.372160561484930059e-03 7.081099063121908295e-04
3.403296169792418072e-03 7.476005086129972705e-04
3.460195712394354556e-03 7.653223333811016169e-04
2.859863051574545231e-03 6.453709951103308706e-04
3.031051644506181381e-03 6.820357457307794262e-04
2.217167763317284303e-03 7.507474034416665356e-04
3.099927502637688133e-03 7.206501875209533892e-04
2.912833312655657963e-03 6.866830720979107561e-04
2.251316793060902273e-03 6.295139340746100333e-04
3.691813982199791937e-03 7.322256013811017945e-04
3.319832615705524750e-03 7.711613916280854551e-04
2.235569765274162801e-03 7.327509259959327130e-04
2.296184331075455404e-03 7.497128550893384551e-04
2.610924099764222201e-03 8.249840472303692071e-04
2.748191094782450640e-03 6.996951970069355741e-04
2.210577940189445423e-03 8.172615567763361977e-04
3.398595463632233214e-03 6.697837814882611146e-04
2.674708957346036246e-03 8.673424482893438018e-04
2.044014856496602622e-03 7.938343940657807555e-04
3.027444867338421799e-03 6.888066386292162734e-04
3.748189846364882120e-03 7.444948676414791210e-04
2.844977208773493554e-03 8.010819594473474539e-04
2.236658417330129097e-03 6.296609843233399442e-04
2.922695577627820469e-03 7.509883322737873285e-04
2.444324483251430515e-03 7.690739088002861113e-04
2.483452045338188207e-03 5.970277204005886582e-04
3.192475893824759173e-03 7.464640145481210229e-04
2.874493669549101592e-03 7.911223399440192290e-04
