9.782402974652357891e-03 9.664084157516615939e-03 9.541853065612962426e-03 8.612310189498517329e-03 8.622032235913911630e-03 8.463788087701986165e-03 8.105188446094093238e-03 8.307536316544458094e-03 7.584211582567261349e-03 7.657954297374492889e-03 7.106615560926564032e-03 6.320256570011021681e-03 5.741619759408725897e-03 5.117523598197763583e-03 4.406360579079370184e-03 3.593973089691841934e-03 2.990932318197848678e-03 2.187736239703805870e-03 1.340163616068150388e-03 6.545157340484162797e-04
8.997307000304084409e-03 8.925300212458934720e-03 9.310169647735344611e-03 8.538521073183077958e-03 8.283359278082345900e-03 8.664694872309643484e-03 8.058770703958495485e-03 7.950168863361169527e-03 7.431482092677718469e-03 7.506143134481501299e-03 6.717569964726763376e-03 5.960610920892505347e-03 5.330796974940893267e-03 4.681037390090318426e-03 4.058436364281575726e-03 3.473884862482986939e-03 2.865791928146325333e-03 2.175102648529222017e-03 1.347826623776699449e-03 6.459692890261666421e-04
9.541086544127694996e-03 9.936879801470673707e-03 9.864463751934457805e-03 8.997901211880229497e-03 9.200635935613843755e-03 8.709814257620050043e-03 8.382668116272648864e-03 7.947719696088581531e-03 7.584006537700556730e-03 7.750910090473227612e-03 6.798495635485301419e-03 6.470700392806865396e-03 5.658122234555933508e-03 5.123527226729839013e-03 4.211409297533046103e-03 3.551513598747895514e-03 2.996116013293650092e-03 2.195013641805372735e-03 1.330809715033804807e-03 6.418281213900933931e-04
9.670481518992177228e-03 9.055124589932498150e-03 9.135879006728971075e-03 8.293327019997685443e-03 8.658249361446941628e-03 8.348766993040579107e-03 8.168350501713482828e-03 7.890128994608423124e-03 7.544712509924130124e-03 7.644372091989632030e-03 6.851843197890457315e-03 6.081866300960489177e-03 5.470708157800453601e-03 5.008770514907131752e-03 4.381281805742974836e-03 3.654514491285161624e-03 2.896279210393020147e-03 2.188691474167726338e-03 1.397439516123051952e-03 6.534221852173276602e-04
9.394691444806315198e-03 9.776946448915876595e-03 9.665493489618256356e-03 9.386874825678064027e-03 8.433995179536786166e-03 8.743890066842679651e-03 8.258247556656566138e-03 8.112389588012717742e-03 7.877870990321276731e-03 8.232461681269310008e-03 7.610113048924653338e-03 6.178281912694697474e-03 5.359609553252198816e-03 4.908123498187348492e-03 4.107722888388816787e-03 3.497840214365869563e-03 2.946248101484569715e-03 2.146813088557659923e-03 1.334512913757927551e-03 6.368631028477101568e-04
9.154406179797697912e-03 9.447018543466030593e-03 9.338467718307612644e-03 8.898846651271568112e-03 8.394570732671602711e-03 8.604589127553142688e-03 8.090759698538743661e-03 7.854948396483291129e-03 7.629019003662244024e-03 7.732464864160710528e-03 6.809931309779821557e-03 6.042899969413228524e-03 5.410481960287677472e-03 4.828340392638981633e-03 4.154754499984693490e-03 3.526431486117542497e-03 2.921873486689024330e-03 2.119192766414993746e-03 1.324295222931339694e-03 6.438451615782029517e-04
9.279008765996665450e-03 9.699349418888171884e-03 9.810162701098362401e-03 9.327418520899927873e-03 9.014655914381745558e-03 8.796760168127444948e-03 8.464233432572623381e-03 8.189278500477022160e-03 7.797756099219318830e-03 7.846030449428250189e-03 6.848301321290314880e-03 6.285005164507854146e-03 5.586698933151951728e-03 4.996312464369581999e-03 4.226831286420878672e-03 3.458163732228446922e-03 2.867837969876196966e-03 2.121145623593833317e-03 1.302080097757474372e-03 6.334085141478752257e-04
9.112028621297660336e-03 9.342142129201737311e-03 9.377147010580301131e-03 8.804422192119597257e-03 8.601890048288183405e-03 8.278269487305374430e-03 8.079120859478273672e-03 8.094368916043611847e-03 7.478473954192405883e-03 7.944648805761378094e-03 7.690586568460939902e-03 6.316173290286548718e-03 5.778172593195411016e-03 5.129933654248590782e-03 4.209466640266856276e-03 3.450635968098661639e-03 2.862094080688230759e-03 2.184544161248738389e-03 1.332818151286358161e-03 6.440707509997368498e-04
9.189412734246516987e-03 9.252146496736533138e-03 9.250605128993073453e-03 8.797383999203503557e-03 8.359049646879538123e-03 8.620388835165433000e-03 8.119810007135882038e-03 7.568769862163828542e-03 7.509645444991166867e-03 7.561235985113263017e-03 6.839816530541554564e-03 5.879026334726279550e-03 5.391114223885276439e-03 4.849470527192261023e-03 4.165368491394732219e-03 3.472553913281167023e-03 2.936034558725594996e-03 2.096551462985438499e-03 1.318013379933557529e-03 6.467274058052428602e-04
9.443996388644347248e-03 9.264611929630650958e-03 9.396974907192226500e-03 8.937624377687521798e-03 8.607159455616976082e-03 8.711674737864343390e-03 8.087081252123604416e-03 7.845161425178909242e-03 7.504171457565664630e-03 7.374803653391237904e-03 6.704072067933867021e-03 6.037324081505767576e-03 5.406062927604623862e-03 4.862378740557730256e-03 4.224993767579734820e-03 3.449621742604560681e-03 3.001900807900438877e-03 2.216317539381095110e-03 1.375609202062000238e-03 6.467970115684301951e-04
